1,3mchomesecuritysystem.jpg,mobile app,BSIT,"all over the world, crime rates are climbing year upon year. Therefore, every year it is growing more and important that you take your home security seriously. It's definitely not enough just to trust the the reliability of local public safety agencies. The fact of the matter is that for the true peace of mind no matter where you live, you need to invest in a system.",3mc home security system,"cabigas myra, de rosales mary jane, joven mariz, tayao catherin",prof raul gutierrez,2018-01-03,available,2022-05-26 19:06:03
,abcddama.jpg,mobile app,BSCS,"as part of the rapid expansion, different games are made to entertain its users. dama is a famous traditional board game in the philippines. the game is played in a wooded board. today, dama has evolved from a mere filipino pastime to an educational tool in the philippines. now, as part of its evolution, dama can be played through our mobile phones. this mobile application is designed to bring entertainment and also to exercise the mental abilities of its users.",abcd dama,"belmonte jr. antonio g andducuein, cristel d.",prof jonathan velarde,2013-01-04,available,2022-05-26 19:06:03
,abelthelostsoul.jpg,pc game ,BSEMC,abel: the lost soul is a 2D desktop side-scrolling RPG-Action PC game. This game is about the boy named Abel who is in a comatose state after a plane crash.,abel the lost soul,"emil abrera, leomar fadrequela, elenol gones, shun- nichi lopez, francis dave romero, jan mae tomenio",prof genalyn villafuerte,2019-01-03,available,2022-05-26 19:06:03
,abotkamaysakalusuganmultipurposecooperativewebsiteandrealrosecateringservicesandpartneedswebsite.jpg,website,BSCS,in our modern technology now many companies are using different computerized system for them to attain the company's objective. this helps them to improve in their responsibility as a company to their clients in or more reliable and convenient manner.,abot kamay kalusugan multi purpose cooperative website and real rose catering services and party needs website,jacob christina and polborido leira benneth,dr teodoro macaraeg jr,2011-01-03,available,2022-05-26 19:06:03
,alarconcateringofficialwebsite.jpg,mobile app,BSIS,"alarcon catering services is one of the existing firms at the street of valenzuela. they offer the best services once the customer is in, they have their extravagant party place venue and delicious food to offer. it is an option to other catering services along the street to meet the needs of the growing population of the said firm. since, at present;",alarcon catering official website  ,"bo, locelyn v. and cortez, mey - ann v.",prof jonathan velarde,2012-01-03,available,2022-05-26 19:06:03
,albethbakeshopaccountingsystem.jpg,mobile app,BSIS,"the main function of the system is helping the accountant record and easy viewing of reliable data that can be used in financial statement like journal, ledger and trial balance",albeth bakeshop accounting system,"justianne, julias christian j. and perez, angela m",prof michael f. tan,2018-01-03,available,2022-05-26 19:06:03
,all4onehrportal.jpg,mobile app,BSIS,"all4one hr portal is basically concerned with managing the administrator of human resource department in a company. a human resource management system, refers to the systems and processes at the intersection between human resource management and information technology.",all4one hr portal,"bueno gregg, dela cruz maykatie, espiritu karen, magno christian, patricio jr carlito",prof michael tan,2019-01-03,available,2022-05-26 19:06:03
,analogygameandroid.jpg,mobile app,BSIS,"our life changed as it used to be back then. indeed, the fast growing technology that we're experiencing right now gives us people many opportunities and success in many ways and one of these mobile gaming.",analogy gamedroid,"mabunga marie janell, tamba josuah",prof raul gutierrez,2014-01-03,available,2022-05-26 19:06:03
,ardlimjaytradingmedicaldevelopmentprogram.jpg,mobile app,BSIS,"the aim of this project is to assist the company in capturing the efforts on their respective working areas and to help the company to increase their productivity through automation. because in the current they only use manual type in product transaction through walk-in and suffer for missed records. the goal of ardlim-jay trading medical equipment is to manage the delivery in order to ensure that the customer gets the best value of services from warehouse throughout the lifecycle of the relationship with the customer. given the complexity of modern it service, it is common for individual services to be provided through a mix of internal and external suppliers.",ardlim jay trading medical development program ,"jenny g. rebona, reyheil mae s. pagaran and john martin s. san juan ",prof michael f. tan,2019-01-03,available,2022-05-26 19:06:03
,asac-incschoolportal.jpg,mobile app,BSIS,"this study is focused on the student portal of academy of st. andrew caloocan inc. the system provides a user friendly and effective system resulting to a hassle-free enrollment in the school. a manual work are lengthy and its very time consuming for the entire school. so for that needs of a system is arising which gives the effective and efficient result within a few time. all people can view the website but not all are accessible. to fulfil this, use your personal computer or laptops and visit the said portal. for smart phones, just download the application, open it, sign-in or sign-up and choose transaction or services you need.",asac - inc school portal ,"cesista, francis treach g. and fajutag, joseph angelo d.s. ",prof jayson joble,2018-01-03,available,2022-05-26 19:06:03
,basiceducationallearningapp.jpg,mobile app,BSCS,"basic educational learning app hardware can include mobile phones, tablets, the ipad, and, as well as devices such as the ipod touch that are able to run mobile applications. the use of mobile devices is a natural fit for distributed learning and field activities in that handheld technology can accompany the learner almost anywhere. ease of use offered by mobile devices supports lifelong learning, and because the devices themselves are integrated into everyday life, they facilitate authentic learning.",basic educational learning app ,"mouro, sheila p. and forte, john joven d. ",prof raul gutierrez,2016-01-03,available,2022-05-26 19:06:03
,bladeautocenterphwebportal.jpg,mobile app,BSIS,the objective of creating this system is to help customers diminish their time going outside their home and buy some car or motor accessories then start purchasing online while in the comfort of their own home and wait for their orders to deliver. it can also help them to pick their own choices easily and price searching. they can easily know the products and services' information's they want and can also feel free to inquire about the products and services. this system is for the benefits of both customers and the company itself.,blade auto center ph web portal,"    corpuz, john raven s. and villamor jeremina m",prof jayson joble,2018-01-03,available,2022-05-26 19:06:03
,caloocanpawnshopwithe-auction.jpg,mobile app,BSIS,"this study focuses on how to help store owner of pawnshop to earn more profit using bidding section. face-to-face lectures online, as technology improves, this trend will likely continue and accelerate. this web site has an intuitive interface andunique visual objects that make it friendly for use. is an implementation of web auctions,like ebay, sothebys, and others with it's owndesign and bid politicscommon client operations were implemented in this application. in addition,there were used some original marketing solutions.",caloocan pawnshop with e-auction ,"alamani, jestoni and real, rizaldy ",prof vicente tabacolde,2019-01-03,available,2022-05-26 19:06:03
,camarinprimehotelreservationsystem.jpg,mobile app,BSIS,"the study aimed at developing an online hotel reservation to enable customers book for whatever they need from wherever location they are before lodging into the hotel. the system is to allow for easy access and retrieval of information and reporting. with such a system in place, camarin prime hotel would be more competitive in the area.",camarin prime hotel reservation system ,"    antonio, joemar, tabios jimmy, metrio vernand, marfil , jennica and esurena vhanz colia ",prof michael f. tan,2018-01-09,available,2022-05-26 19:06:03
,celinahomesiigateentrypass.jpg,mobile app,BSIT,"celina homes il gate entry pass is a hardware, web and mobile project created in raspberry pi and php supported by laptop and android phones. it secure the privacy of the residents in terms of having a surprised visitor and also helps them in calling an emergency using a chi application that is only for residents of celina homes ii.",celina homes ii gate entry pass  ,"    rayco mercy grace j., tamayo marvic tracy and tavera jeffrey d.r ",prof raul gutierrez,2018-01-03,available,2022-05-26 19:06:03
,cieverosecollegeinformatione-learningsystem.jpg,mobile app,BSIS,"this system features an administrator interface, an instructor and a student interface as well. the administrator interface will be for the maintenance, accounts, updates and notifications of the website; instructor interface, for the authorized instructors to create and update student records; and the student interface, for the students in terms of monitoring their class ratings",cieverose college information e-learning  system,    java joeph d. and raymundo mark john g. march 2018,prof michael f. tan,2018-01-03,available,2022-05-26 19:06:03
,cleopatra'streasure.jpg,mobile app,BSEMC,this paper presents in developing a game for both mobile and desktop platform for players enjoyment and educational purposes suited for all ages. in this study the developer discover the needs of educational materials especially for children who spend most time on playing desktop games and for those seniors of age who is not physically strong for their age. some games might be helpful for children and seniors but some of it may not. the developers of this study started to think a kind of solution that will actually be used for both entertainment and educational purposes.,cleopatra's treasure ,"    concordia elaiza joy c. and segismundo, lucky jay t.",prof genalyn g. villafuerte,2018-01-03,available,2022-05-26 19:06:03
,competitivei.tsolutionsinc.technicalsupportsystem.jpg,mobile app,BSIS,"this system is aimed at answering, for example, ""how to"" or ""how do i fix"" questions, al chatbot can only answer common problems. this is a web-based system and can use a mobile application. the technical support system involves user satisfaction, collecting the user questions(ticketing), escalation problems, inventory about hardware problems, and continuous learning from user interactions and feedback. we address this by extracting and modeling users' support intents and questions from sources, such as discussion forums. the system also presents some suggestions based on the analysis of collected data to improve the technical support system.",competitive i.t solutions inc. technical support system,"aragon maricar dc, dela pena paul andre t and quisel rona joy c",prof michael f. tan,2019-01-03,available,2022-05-26 19:06:03
,couragesofwar.jpg,mobile app,BSEMC,"in this study the developer discovers the needs of the players to practice their eye and hand coordination who played (fps) or first person shooting game. entertainment is one of the factor which may hook the adults who like to practice their tactics nowadays since most of the computer shops and companies are releasing fps games like the most popular fps game this present day counter strike: global offensive (csgo), crossfire and special force which may cause addiction to most of the players. the developers on this study started to think a kind of solution that will actually for both entertainment and educational purposes. ",courages of war,"john mark dp malinao, ivy vivien g. rasca",prof genalyn g. villafuerte,2018-01-03,available,2022-05-26 19:06:03
,crimemappingnorthcaloocan.jpg,mobile app,BSIT,"this study and focused on the security of each barangay. aiming to be a safe and pleasant barangay where and to deal with various crimes using technology which can be dealt with by the authorities. crime maps have only recently begun to emerge as a significant tool in crime and justice. until a decade ago, few criminal justice agencies had any capability for creating crime maps, and few investigators had the resources or patience to examine the spatial distribution of crime. today, however, crime mapping is experiencing what might be termed an explosion of interest among both scholars and practitioners. this introduction begins by examining some early examples of mapping of crime, focusing in particular on factors that inhibited the widespread integration of mapping into crime prevention research and practice in the past.",crime mapping (north caloocan),banlayos leonard a. cabug-os diana n. maniscan angelo t.,prof raul gutierrez,2018-01-03,available,2022-05-26 19:06:03
,csdprojectarsenal.jpg,mobile app,BSIT,this study will help them to find an effective ways to organize well their specified activities problem such as time consuming for searching an information that may help them in the development of their system and thinking of a system to be developed takes a lot of time if you don't have much information in different kinds of system are the specific objectives of the study the researchers used the spiral model as their system development to cycle for the proper development of the system. the researchers also observed and choose appropriate proponents for this study,csd project arsenal,"    pasco, jonathan and biag, michelle",prof raul gutieerrez,2010-01-04,available,2022-05-26 19:06:03
,d'builders.jpg,mobile app,BSIS,the objective of making this website and application is to eliminate the use a lot of resources and provide a systematic way of choosing the best construction firm and to find more leads for the company. ,d'builders,quano romar l.galendez lya elenza ,prof michael f. tan,2018-01-03,available,2022-05-26 19:06:03
,d88realityonlinemonitoringsystem.jpg,mobile app,BSIS,the study will help the researcher to identify the common problems being encountered by the company. the study aims to eliminate the problems encountered by the commuters and drivers in the current manual system. we've able to accomplish the system by implement the methodologies that can help in making solving the problems of our system accordingly. the researchers used the prototype method to identify all the basic needs and condition of the system. the study stands to benefit the company and the future researcher.,d88 reality online monitoring system,bueneflor bryan mattew and noville leah marie,prof genalyn g. villafuerte,2016-01-03,available,2022-05-26 19:06:03
,databasee-learningsystem.jpg,mobile app,BSIS,"the system focuses on providing learning source. d-learn, database e-learning system is an e-learning website that contains different lessons and tutorials about relational database. the system intends to give offline tutorials, and a community of sharing ideas, putting all people who are interested in database into one place. in line with this, we, the researchers comprehend to develop a web-based system that would greatly help in terms of scarcity of learning materials. improving, and developing a new way of learning, making it convenient for everyone to learn relational database which is responsible of storing large set of data in computer.",database e-learning system,brion brely dane b. and patric,prof michael f. tan,2018-01-03,available,2022-05-26 19:06:03
,defensaucc.jpg,mobile app,BSCS,"smartphones are irreplaceable in many activities and bring unique advantages. it comes from a different operating systems function such as blackberry os by blackberry, ios by apple, and the most commonly used operating system is the android operating system. applications that run on an android os are called android applications as a computer science student we come up with the idea that will not only entertain the users but will also help them in their critical thinking skills and it is also also up-to-date to our modern generation",defensa ucc,42461,dean teodoro macaraig,2016-01-04,available,2022-05-26 19:06:03
,dictradroid.jpg,mobile app,BSIS,"this system implements the translation of the dialects words to tagalog and english with meanings and vice versa. tagalog to local. this proposed system will help the users this system includes the trivia and facts about the eight major dialects. the facts and new ideas about the eight major languages and their locale in the philippine map. the application will serve as a source of information about translation through the use of android phones. to implement this system, jdk-7u5-windows-1586, android-sdk-windows and eclipse are being used.",dictradroid,    baloma robert ,prof jonathan velarde,2015-01-03,available,2022-05-26 19:06:03
